ng-star-inserted src,marquee-text,event-id,marquee-text 2,marquee-text 3,event-source-type,event-time,Unnamed: 7,full-date
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 23:57:52,,2024-02-01 2024-02-01 23:57:52
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 23:57:52,,2024-02-01 2024-02-01 23:57:52
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 23:49:34,,2024-02-01 2024-02-01 23:49:34
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 23:49:33,,2024-02-01 2024-02-01 23:49:33
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.1Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 23:49:33,,2024-02-01 2024-02-01 23:49:33
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.2Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 23:49:31,,2024-02-01 2024-02-01 23:49:31
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 23:47:29,,2024-02-01 2024-02-01 23:47:29
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 23:47:27,,2024-02-01 2024-02-01 23:47:27
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 23:47:27,,2024-02-01 2024-02-01 23:47:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.1W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 23:40:05,,2024-02-01 2024-02-01 23:40:05
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,9.2W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 23:39:55,,2024-02-01 2024-02-01 23:39:55
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 23:39:52,,2024-02-01 2024-02-01 23:39:52
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.4Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 23:39:08,,2024-02-01 2024-02-01 23:39:08
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.4Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 23:39:07,,2024-02-01 2024-02-01 23:39:07
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.7Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 23:28:43,,2024-02-01 2024-02-01 23:28:43
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.7Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 23:28:42,,2024-02-01 2024-02-01 23:28:42
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.9Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 23:18:17,,2024-02-01 2024-02-01 23:18:17
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.9Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 23:18:16,,2024-02-01 2024-02-01 23:18:16
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.2Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 23:07:53,,2024-02-01 2024-02-01 23:07:53
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.2Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 23:07:52,,2024-02-01 2024-02-01 23:07:52
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.5Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 22:57:28,,2024-02-01 2024-02-01 22:57:28
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.5Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 22:57:27,,2024-02-01 2024-02-01 22:57:27
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.7Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 22:47:02,,2024-02-01 2024-02-01 22:47:02
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.7Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 22:47:01,,2024-02-01 2024-02-01 22:47:01
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.9Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 22:36:38,,2024-02-01 2024-02-01 22:36:38
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.8Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 22:36:37,,2024-02-01 2024-02-01 22:36:37
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,4.09kWh,59,Luz 2 SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 22:30:07,,2024-02-01 2024-02-01 22:30:07
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.6Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 22:26:13,,2024-02-01 2024-02-01 22:26:13
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.6Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 22:26:12,,2024-02-01 2024-02-01 22:26:12
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.5Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 22:15:46,,2024-02-01 2024-02-01 22:15:46
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.5Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 22:05:23,,2024-02-01 2024-02-01 22:05:23
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.6Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 22:05:22,,2024-02-01 2024-02-01 22:05:22
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.7Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 21:54:58,,2024-02-01 2024-02-01 21:54:58
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.8Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 21:44:32,,2024-02-01 2024-02-01 21:44:32
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:42:28,,2024-02-01 2024-02-01 21:42:28
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:42:27,,2024-02-01 2024-02-01 21:42:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,59,Luz 2 SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 21:37:58,,2024-02-01 2024-02-01 21:37:58
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,59,Luz 2 SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 21:37:58,,2024-02-01 2024-02-01 21:37:58
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:34:44,,2024-02-01 2024-02-01 21:34:44
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:34:44,,2024-02-01 2024-02-01 21:34:44
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.9Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 21:34:08,,2024-02-01 2024-02-01 21:34:08
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.8Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 21:34:07,,2024-02-01 2024-02-01 21:34:07
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.4W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:33:17,,2024-02-01 2024-02-01 21:33:17
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:33:14,,2024-02-01 2024-02-01 21:33:14
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:32:05,,2024-02-01 2024-02-01 21:32:05
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:32:04,,2024-02-01 2024-02-01 21:32:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.7W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:32:04,,2024-02-01 2024-02-01 21:32:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.7W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:32:02,,2024-02-01 2024-02-01 21:32:02
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:32:02,,2024-02-01 2024-02-01 21:32:02
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.6W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:31:07,,2024-02-01 2024-02-01 21:31:07
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:31:04,,2024-02-01 2024-02-01 21:31:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,96.4W,59,Luz 2 SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 21:29:23,,2024-02-01 2024-02-01 21:29:23
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,59,Luz 2 SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 21:29:21,,2024-02-01 2024-02-01 21:29:21
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 21:27:52,,2024-02-01 2024-02-01 21:27:52
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 21:27:52,,2024-02-01 2024-02-01 21:27:52
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 21:26:38,,2024-02-01 2024-02-01 21:26:38
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 21:26:38,,2024-02-01 2024-02-01 21:26:38
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,30.1Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 21:23:43,,2024-02-01 2024-02-01 21:23:43
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,30.1Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 21:23:41,,2024-02-01 2024-02-01 21:23:41
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,17.5W,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 21:17:27,,2024-02-01 2024-02-01 21:17:27
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,30Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 21:13:18,,2024-02-01 2024-02-01 21:13:18
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,30Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 21:13:17,,2024-02-01 2024-02-01 21:13:17
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:11:13,,2024-02-01 2024-02-01 21:11:13
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:11:12,,2024-02-01 2024-02-01 21:11:12
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,17.5W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 21:07:04,,2024-02-01 2024-02-01 21:07:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.44kWh,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 21:07:04,,2024-02-01 2024-02-01 21:07:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.44kWh,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 21:07:02,,2024-02-01 2024-02-01 21:07:02
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.9Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 21:02:53,,2024-02-01 2024-02-01 21:02:53
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.9Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 21:02:52,,2024-02-01 2024-02-01 21:02:52
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:01:00,,2024-02-01 2024-02-01 21:01:00
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:59,,2024-02-01 2024-02-01 21:00:59
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:49,,2024-02-01 2024-02-01 21:00:49
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:47,,2024-02-01 2024-02-01 21:00:47
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:47,,2024-02-01 2024-02-01 21:00:47
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:47,,2024-02-01 2024-02-01 21:00:47
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:47,,2024-02-01 2024-02-01 21:00:47
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:33,,2024-02-01 2024-02-01 21:00:33
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,9.9W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:23,,2024-02-01 2024-02-01 21:00:23
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 21:00:20,,2024-02-01 2024-02-01 21:00:20
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,17.6W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:56:39,,2024-02-01 2024-02-01 20:56:39
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,17.6W,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 20:56:37,,2024-02-01 2024-02-01 20:56:37
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.8Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 20:52:27,,2024-02-01 2024-02-01 20:52:27
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.8Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 20:52:27,,2024-02-01 2024-02-01 20:52:27
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.8Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 20:52:26,,2024-02-01 2024-02-01 20:52:26
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,17.7W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:46:15,,2024-02-01 2024-02-01 20:46:15
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,17.7W,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 20:46:13,,2024-02-01 2024-02-01 20:46:13
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.7Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 20:42:02,,2024-02-01 2024-02-01 20:42:02
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 20:39:57,,2024-02-01 2024-02-01 20:39:57
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 20:39:57,,2024-02-01 2024-02-01 20:39:57
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:35:49,,2024-02-01 2024-02-01 20:35:49
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18W,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 20:35:47,,2024-02-01 2024-02-01 20:35:47
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.43kWh,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 20:35:47,,2024-02-01 2024-02-01 20:35:47
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,37,Luz Salon,Default Section/SalÃ³n,Sistema,2024-02-01 20:35:47,,2024-02-01 2024-02-01 20:35:47
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18.5W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:32:03,,2024-02-01 2024-02-01 20:32:03
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:32:01,,2024-02-01 2024-02-01 20:32:01
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 20:31:46,,2024-02-01 2024-02-01 20:31:46
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 20:31:45,,2024-02-01 2024-02-01 20:31:45
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.7Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 20:31:38,,2024-02-01 2024-02-01 20:31:38
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.6Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 20:31:37,,2024-02-01 2024-02-01 20:31:37
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.43kWh,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:29:35,,2024-02-01 2024-02-01 20:29:35
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.4W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 20:29:34,,2024-02-01 2024-02-01 20:29:34
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,5.62kWh,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 20:29:33,,2024-02-01 2024-02-01 20:29:33
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.4W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 20:29:32,,2024-02-01 2024-02-01 20:29:32
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,5.62kWh,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 20:29:32,,2024-02-01 2024-02-01 20:29:32
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:27:31,,2024-02-01 2024-02-01 20:27:31
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:27:31,,2024-02-01 2024-02-01 20:27:31
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18.6W,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:25:45,,2024-02-01 2024-02-01 20:25:45
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,40,Luz BaÃ±o,Default Section/BaÃ±o,Sistema,2024-02-01 20:25:42,,2024-02-01 2024-02-01 20:25:42
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.5Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 20:21:12,,2024-02-01 2024-02-01 20:21:12
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.5Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 20:21:11,,2024-02-01 2024-02-01 20:21:11
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.4Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 20:10:47,,2024-02-01 2024-02-01 20:10:47
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.5W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 20:08:44,,2024-02-01 2024-02-01 20:08:44
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.5W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 20:08:42,,2024-02-01 2024-02-01 20:08:42
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.4Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 20:00:23,,2024-02-01 2024-02-01 20:00:23
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.3Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 20:00:22,,2024-02-01 2024-02-01 20:00:22
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 19:58:19,,2024-02-01 2024-02-01 19:58:19
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 19:58:17,,2024-02-01 2024-02-01 19:58:17
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.2Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 19:49:57,,2024-02-01 2024-02-01 19:49:57
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.2Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 19:49:56,,2024-02-01 2024-02-01 19:49:56
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,5.61kWh,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 19:47:53,,2024-02-01 2024-02-01 19:47:53
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.4W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 19:47:52,,2024-02-01 2024-02-01 19:47:52
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,5.61kWh,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 19:47:52,,2024-02-01 2024-02-01 19:47:52
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.4W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 19:47:30,,2024-02-01 2024-02-01 19:47:30
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.1Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 19:39:33,,2024-02-01 2024-02-01 19:39:33
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29.1Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 19:39:32,,2024-02-01 2024-02-01 19:39:32
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 19:37:29,,2024-02-01 2024-02-01 19:37:29
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 19:37:27,,2024-02-01 2024-02-01 19:37:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,4.08kWh,59,Luz 2 SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 19:30:07,,2024-02-01 2024-02-01 19:30:07
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 19:29:08,,2024-02-01 2024-02-01 19:29:08
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 19:29:08,,2024-02-01 2024-02-01 19:29:08
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,29Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 19:29:07,,2024-02-01 2024-02-01 19:29:07
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.4W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 19:27:04,,2024-02-01 2024-02-01 19:27:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.4W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 19:27:02,,2024-02-01 2024-02-01 19:27:02
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.8Â°C,93,Temperatura,Default Section/Entrada,Sistema,2024-02-01 19:18:42,,2024-02-01 2024-02-01 19:18:42
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,28.8Â°C,84,82.0.1,Default Section/SalÃ³n,Sistema,2024-02-01 19:18:41,,2024-02-01 2024-02-01 19:18:41
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 19:16:39,,2024-02-01 2024-02-01 19:16:39
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,64,Luz Dormitorio,Default Section/SalÃ³n,Sistema,2024-02-01 19:16:39,,2024-02-01 2024-02-01 19:16:39
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.3W,61,60.0,Default Section/SalÃ³n,Sistema,2024-02-01 19:16:37,,2024-02-01 2024-02-01 19:16:37
