ng-star-inserted src,marquee-text,event-id,marquee-text 2,marquee-text 3,event-source-type,event-time,full-date
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,7.4W,53.0,Luz dormitorio,Casa/Dormitorio,Sistema,2024-02-02 08:32:24,2024-02-02 2024-02-02 08:32:24
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,7.5W,50.0,49.0,Casa/Salón,Sistema,2024-02-02 08:32:23,2024-02-02 2024-02-02 08:32:23
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 08:24:57,2024-02-02 2024-02-02 08:24:57
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 08:24:51,2024-02-02 2024-02-02 08:24:51
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,59.0,Luz cocina,Casa/Cocina,Sistema,2024-02-02 08:22:31,2024-02-02 2024-02-02 08:22:31
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,59.0,Luz cocina,Casa/Cocina,Sistema,2024-02-02 08:22:29,2024-02-02 2024-02-02 08:22:29
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,40.1W,59.0,Luz cocina,Casa/Cocina,Sistema,2024-02-02 08:21:29,2024-02-02 2024-02-02 08:21:29
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,59.0,Luz cocina,Casa/Cocina,Sistema,2024-02-02 08:21:27,2024-02-02 2024-02-02 08:21:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,5.7W,53.0,Luz dormitorio,Casa/Dormitorio,Sistema,2024-02-02 08:20:04,2024-02-02 2024-02-02 08:20:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,28W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 08:19:43,2024-02-02 2024-02-02 08:19:43
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 08:19:36,2024-02-02 2024-02-02 08:19:36
https://home.fibaro.com/assets/icon/fibaro/door_lock/door_lock255.png,Control de acceso: Manual - Desbloqueada,99.0,Puerta,Casa/Entrada,Sistema,2024-02-02 08:19:19,2024-02-02 2024-02-02 08:19:19
https://home.fibaro.com/assets/icon/fibaro/door_lock/door_lock0.png,No seguro,99.0,Puerta,Casa/Entrada,Sistema,2024-02-02 08:19:19,2024-02-02 2024-02-02 08:19:19
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,20.7°C,24.0,Temperatura en sensor de humo,Casa/Salón,Sistema,2024-02-02 07:48:59,2024-02-02 2024-02-02 07:48:59
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,21°C,24.0,Temperatura en sensor de humo,Casa/Salón,Sistema,2024-02-02 04:55:04,2024-02-02 2024-02-02 04:55:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.37kWh,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 01:06:33,2024-02-02 2024-02-02 01:06:33
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,62.0,61.0,Casa/Salón,Sistema,2024-02-02 01:06:32,2024-02-02 2024-02-02 01:06:32
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.37kWh,62.0,61.0,Casa/Salón,Sistema,2024-02-02 01:06:32,2024-02-02 2024-02-02 01:06:32
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,62.0,61.0,Casa/Salón,Sistema,2024-02-02 01:06:32,2024-02-02 2024-02-02 01:06:32
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 01:02:24,2024-02-02 2024-02-02 01:02:24
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 01:02:24,2024-02-02 2024-02-02 01:02:24
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 01:02:20,2024-02-02 2024-02-02 01:02:20
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.16kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-02 00:56:08,2024-02-02 2024-02-02 00:56:08
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,26.0,25.0,Casa/Salón,Sistema,2024-02-02 00:56:07,2024-02-02 2024-02-02 00:56:07
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.16kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-02 00:56:06,2024-02-02 2024-02-02 00:56:06
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,29.0,Luz salón,Casa/Salón,Sistema,2024-02-02 00:54:32,2024-02-02 2024-02-02 00:54:32
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18.28kWh,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:51:58,2024-02-02 2024-02-02 00:51:58
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:51:57,2024-02-02 2024-02-02 00:51:57
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:51:57,2024-02-02 2024-02-02 00:51:57
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18.28kWh,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:51:56,2024-02-02 2024-02-02 00:51:56
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:51:56,2024-02-02 2024-02-02 00:51:56
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,30.6W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 00:47:48,2024-02-02 2024-02-02 00:47:48
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.36kWh,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 00:47:48,2024-02-02 2024-02-02 00:47:48
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,30.6W,62.0,61.0,Casa/Salón,Sistema,2024-02-02 00:47:46,2024-02-02 2024-02-02 00:47:46
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.36kWh,62.0,61.0,Casa/Salón,Sistema,2024-02-02 00:47:46,2024-02-02 2024-02-02 00:47:46
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:44:16,2024-02-02 2024-02-02 00:44:16
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:44:12,2024-02-02 2024-02-02 00:44:12
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:44:12,2024-02-02 2024-02-02 00:44:12
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.15kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-02 00:37:23,2024-02-02 2024-02-02 00:37:23
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.15kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-02 00:37:22,2024-02-02 2024-02-02 00:37:22
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,49.4W,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:33:14,2024-02-02 2024-02-02 00:33:14
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18.27kWh,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:33:13,2024-02-02 2024-02-02 00:33:13
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,49.3W,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:33:12,2024-02-02 2024-02-02 00:33:12
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,18.27kWh,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:33:11,2024-02-02 2024-02-02 00:33:11
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:33:11,2024-02-02 2024-02-02 00:33:11
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,74.0,73.0,Casa/Salón,Sistema,2024-02-02 00:33:11,2024-02-02 2024-02-02 00:33:11
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,29.2W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 00:29:03,2024-02-02 2024-02-02 00:29:03
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,29.2W,62.0,61.0,Casa/Salón,Sistema,2024-02-02 00:29:01,2024-02-02 2024-02-02 00:29:01
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,62.0,61.0,Casa/Salón,Sistema,2024-02-02 00:29:01,2024-02-02 2024-02-02 00:29:01
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,51.9W,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:28:02,2024-02-02 2024-02-02 00:28:02
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,77.0,Luz baño,Casa/Baño,Sistema,2024-02-02 00:27:55,2024-02-02 2024-02-02 00:27:55
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,53.0,Luz dormitorio,Casa/Dormitorio,Sistema,2024-02-02 00:26:36,2024-02-02 2024-02-02 00:26:36
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,7.7W,53.0,Luz dormitorio,Casa/Dormitorio,Sistema,2024-02-02 00:25:20,2024-02-02 2024-02-02 00:25:20
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,29.1W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 00:23:55,2024-02-02 2024-02-02 00:23:55
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 00:23:47,2024-02-02 2024-02-02 00:23:47
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff100.png,Encendido,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-02 00:23:47,2024-02-02 2024-02-02 00:23:47
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.14kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-02 00:18:37,2024-02-02 2024-02-02 00:18:37
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.14kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-02 00:11:42,2024-02-02 2024-02-02 00:11:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,393.02kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-02 00:01:56,2024-02-02 2024-02-02 00:01:56
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.13kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 23:59:55,2024-01-31 2024-02-01 23:59:55
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.13kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 23:59:53,2024-01-31 2024-02-01 23:59:53
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:46:02,2024-01-31 2024-02-01 23:46:02
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0.3W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:46:01,2024-01-31 2024-02-01 23:46:01
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.98kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:43:11,2024-01-31 2024-02-01 23:43:11
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,680.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:43:11,2024-01-31 2024-02-01 23:43:11
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,680.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:43:11,2024-01-31 2024-02-01 23:43:11
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.12kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 23:41:08,2024-01-31 2024-02-01 23:41:08
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,32.8W,26.0,25.0,Casa/Salón,Sistema,2024-02-01 23:41:06,2024-01-31 2024-02-01 23:41:06
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.12kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 23:41:06,2024-01-31 2024-02-01 23:41:06
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,699.7W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:40:00,2024-01-31 2024-02-01 23:40:00
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,279.4W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:39:59,2024-01-31 2024-02-01 23:39:59
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:28:26,2024-01-31 2024-02-01 23:28:26
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,22.9W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:28:25,2024-01-31 2024-02-01 23:28:25
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,32.8W,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 23:25:52,2024-01-31 2024-02-01 23:25:52
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.91kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:24:27,2024-01-31 2024-02-01 23:24:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,660.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:24:26,2024-01-31 2024-02-01 23:24:26
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,32.7W,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 23:22:24,2024-01-31 2024-02-01 23:22:24
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.11kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 23:22:23,2024-01-31 2024-02-01 23:22:23
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.11kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 23:22:23,2024-01-31 2024-02-01 23:22:23
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,32.7W,26.0,25.0,Casa/Salón,Sistema,2024-02-01 23:22:22,2024-01-31 2024-02-01 23:22:22
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.11kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 23:22:21,2024-01-31 2024-02-01 23:22:21
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,678.6W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:17:04,2024-01-31 2024-02-01 23:17:04
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,544.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:17:03,2024-01-31 2024-02-01 23:17:03
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:06:17,2024-01-31 2024-02-01 23:06:17
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,37.6W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:06:16,2024-01-31 2024-02-01 23:06:16
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,666W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:05:42,2024-01-31 2024-02-01 23:05:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.82kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:05:42,2024-01-31 2024-02-01 23:05:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,666.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:05:42,2024-01-31 2024-02-01 23:05:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.1kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 23:03:38,2024-01-31 2024-02-01 23:03:38
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.1kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 23:03:37,2024-01-31 2024-02-01 23:03:37
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.79kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 23:02:29,2024-01-31 2024-02-01 23:02:29
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,21.6°C,24.0,Temperatura en sensor de humo,Casa/Salón,Sistema,2024-02-01 22:54:44,2024-01-31 2024-02-01 22:54:44
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,612.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:53:55,2024-01-31 2024-02-01 22:53:55
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.69kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:46:57,2024-01-31 2024-02-01 22:46:57
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.09kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 22:44:53,2024-01-31 2024-02-01 22:44:53
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.09kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 22:44:52,2024-01-31 2024-02-01 22:44:52
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:44:02,2024-01-31 2024-02-01 22:44:02
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,20.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:44:01,2024-01-31 2024-02-01 22:44:01
https://home.fibaro.com/assets/icon/fibaro/termometr/termometr.png,21.7°C,24.0,Temperatura en sensor de humo,Casa/Salón,Sistema,2024-02-01 22:41:08,2024-01-31 2024-02-01 22:41:08
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.65kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:40:17,2024-01-31 2024-02-01 22:40:17
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,687.6W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:31:14,2024-01-31 2024-02-01 22:31:14
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,343.6W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:31:13,2024-01-31 2024-02-01 22:31:13
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,343.6W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:31:13,2024-01-31 2024-02-01 22:31:13
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.55kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:28:11,2024-01-31 2024-02-01 22:28:11
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.08kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 22:26:08,2024-01-31 2024-02-01 22:26:08
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.08kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 22:26:06,2024-01-31 2024-02-01 22:26:06
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:19:31,2024-01-31 2024-02-01 22:19:31
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,102.8W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:19:30,2024-01-31 2024-02-01 22:19:30
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,102.8W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:19:30,2024-01-31 2024-02-01 22:19:30
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.53kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:17:29,2024-01-31 2024-02-01 22:17:29
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.43kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:09:27,2024-01-31 2024-02-01 22:09:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,673.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:09:26,2024-01-31 2024-02-01 22:09:26
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,638.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:07:27,2024-01-31 2024-02-01 22:07:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,70.1W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 22:07:26,2024-01-31 2024-02-01 22:07:26
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.07kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 22:07:23,2024-01-31 2024-02-01 22:07:23
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.07kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 22:07:21,2024-01-31 2024-02-01 22:07:21
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,62.0,61.0,Casa/Salón,Sistema,2024-02-01 21:59:01,2024-01-31 2024-02-01 21:59:01
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,62.0,61.0,Casa/Salón,Sistema,2024-02-01 21:59:01,2024-01-31 2024-02-01 21:59:01
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,56.0,55.0,Casa/Salón,Sistema,2024-02-01 21:56:57,2024-01-31 2024-02-01 21:56:57
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,56.0,55.0,Casa/Salón,Sistema,2024-02-01 21:56:57,2024-01-31 2024-02-01 21:56:57
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,56.0,55.0,Casa/Salón,Sistema,2024-02-01 21:56:57,2024-01-31 2024-02-01 21:56:57
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 21:56:29,2024-01-31 2024-02-01 21:56:29
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,20.8W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 21:56:28,2024-01-31 2024-02-01 21:56:28
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,646.9W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 21:50:42,2024-01-31 2024-02-01 21:50:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,392.35kWh,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 21:50:42,2024-01-31 2024-02-01 21:50:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,647.5W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 21:50:42,2024-01-31 2024-02-01 21:50:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,32.8W,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 21:48:39,2024-01-31 2024-02-01 21:48:39
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.06kWh,29.0,Luz salón,Casa/Salón,Sistema,2024-02-01 21:48:38,2024-01-31 2024-02-01 21:48:38
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,32.8W,26.0,25.0,Casa/Salón,Sistema,2024-02-01 21:48:37,2024-01-31 2024-02-01 21:48:37
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,32.8W,26.0,25.0,Casa/Salón,Sistema,2024-02-01 21:48:37,2024-01-31 2024-02-01 21:48:37
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,48.06kWh,26.0,25.0,Casa/Salón,Sistema,2024-02-01 21:48:37,2024-01-31 2024-02-01 21:48:37
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-01 21:45:05,2024-01-31 2024-02-01 21:45:05
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-01 21:45:02,2024-01-31 2024-02-01 21:45:02
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,59.0,Luz cocina,Casa/Cocina,Sistema,2024-02-01 21:44:49,2024-01-31 2024-02-01 21:44:49
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,59.0,Luz cocina,Casa/Cocina,Sistema,2024-02-01 21:44:42,2024-01-31 2024-02-01 21:44:42
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,74.0,73.0,Casa/Salón,Sistema,2024-02-01 21:44:27,2024-01-31 2024-02-01 21:44:27
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,0W,74.0,73.0,Casa/Salón,Sistema,2024-02-01 21:44:27,2024-01-31 2024-02-01 21:44:27
https://home.fibaro.com/assets/icon/fibaro/onoff/onoff0.png,Apagado,74.0,73.0,Casa/Salón,Sistema,2024-02-01 21:44:26,2024-01-31 2024-02-01 21:44:26
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,669.6W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 21:42:30,2024-01-31 2024-02-01 21:42:30
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,200.4W,32.0,Enchufe salón,Casa/Salón,Sistema,2024-02-01 21:42:29,2024-01-31 2024-02-01 21:42:29
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,26.3W,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-01 21:40:18,2024-01-31 2024-02-01 21:40:18
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,10.35kWh,65.0,Luz pasillo,Casa/Pasillo,Sistema,2024-02-01 21:40:18,2024-01-31 2024-02-01 21:40:18
